trinity_mixed 	description	logFC	logCPM	PValue	FDR	uniprot_id	organism	evalue	Name	length	Domains	Protein Families							
comp8285_c0_seq1	Iron-sulfur cluster assembly protein 1	10.23528586	2.4064339	1.62205E-05	0.00376786	O49627	Arabidopsis thaliana	1.04565E-43	algae	167	-	NifU family							
comp24498_c0_seq1	Heat shock protein 90-4	10.62356853	2.355785248	3.46823E-07	0.000210169	O03986	Arabidopsis thaliana	1.33498E-17	algae	699		Heat shock protein 90 family							
comp24193_c0_seq2	Photosystem Q(B) protein	10.835494	2.980611587	4.44737E-07	0.000249319	Q3ZJ60	Pseudendoclonium akinetum	0	algae	353	-	Reaction center PufL/M/PsbA/D family							
comp21352_c0_seq1	"Ferredoxin-thioredoxin reductase catalytic chain, chloroplastic"	10.89974035	3.079007551	2.8602E-06	0.001068571	Q9SJ89	Arabidopsis thaliana	1.81566E-59	algae	146	-	Ferredoxin thioredoxin reductase beta subunit family							
comp9106_c0_seq1	Peptidyl-prolyl cis-trans isomerase CYP19-1	11.37689598	3.481436867	1.37065E-08	1.98222E-05	Q38900	Arabidopsis thaliana	1.98965E-81	algae	173	PPIase cyclophilin-type domain (1)	Cyclophilin-type PPIase family							
comp42074_c0_seq1	60S acidic ribosomal protein P2	11.52360822	3.642923369	1.20871E-08	1.80629E-05	Q9UUZ6	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)	1.9022E-08	algae	111		Ribosomal protein L12P family							
comp44608_c0_seq1	N5-carboxyaminoimidazole ribonucleotide mutase	11.74040115	3.925264454	9.03256E-07	0.000409038	O58058	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 /	1.17715E-51	algae	177	-	AIR carboxylase family							
comp15515_c0_seq1	"Cytochrome b6-f complex iron-sulfur subunit 1, cyanelle"	12.32337502	4.508718142	2.93188E-07	0.000187774	Q5CC93	Cyanophora paradoxa	7.34038E-67	algae	239	Rieske domain (1)	-							
comp45130_c0_seq1	"UPF0051 protein ABCI8, chloroplastic"	12.67984248	4.867161299	3.8319E-07	0.000226041	Q9ZS97	Arabidopsis thaliana	3.415E-113	algae	557	-	UPF0051 (ycf24) family							
comp45316_c0_seq1	40S ribosomal protein S29	12.97646976	5.132428714	1.58082E-09	4.15998E-06	Q757G1	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 /	2.26586E-15	algae	56	-	Ribosomal protein S14P family							
comp16555_c0_seq1	-	5.877340858	5.53080804	0.000110872	0.015062434	-	-	-	algae	-									
comp37343_c0_seq1	-	7.332177573	1.108405688	0.001788363	0.090389933	-	-	-	algae	-									
comp20871_c0_seq1	-	9.133371928	0.81961488	0.002095866	0.098802046	-	-	-	algae	-									
comp40434_c0_seq1	-	9.724963515	1.885955548	9.82E-05	0.014023703	-	-	-	algae	-									
comp23480_c0_seq1	hypothetical protein LOTGIDRAFT_234483 	-14.06286772	5.985277217	4.43749E-12	3.4215E-08	ESO88689	Lottia gigantea	4.67351E-28	NaN	148	-	-							
comp11490_c0_seq1	Uncharacterized protein (Fragment)	-10.86099418	2.854425125	1.12401E-05	0.002929553	R7T8E2	Capitella teleta	8.0734E-14	NaN	221	-	-							
comp30639_c0_seq2	Predicted protein (Fragment)	-8.426806074	4.304479928	1.06794E-09	2.99235E-06	A7SB25	Nematostella vectensis	4.10375E-14	NaN	178	-	-							
comp33558_c0_seq3	Predicted protein	-7.920532459	5.779372121	0.000399433	0.03586524	A7RF22	Nematostella vectensis	1.08896E-16	NaN	274	-	-							
comp16637_c0_seq1	Twisted gastrulation protein homolog 1-B	-7.879344581	3.167112739	0.000140594	0.018060452	Q98SR9	Danio rerio	1.22471E-25	NaN	222	-	Twisted gastrulation protein family							
comp24167_c0_seq1	Predicted protein	-5.833743051	5.172137373	1.1964E-05	0.003064977	A7S0I8	Nematostella vectensis	2.52544E-14	NaN	1028	-	-							
comp16516_c1_seq2	Predicted protein (Fragment)	3.541775494	4.240456944	0.001570343	0.084018136	A7T9U1	Nematostella vectensis	6.65579E-18	NaN	216	-	-							
comp15887_c0_seq1	Serine protease 30	3.604819279	4.401588412	0.001421948	0.079487239	P83748	Rattus norvegicus	1.39329E-13	NaN	304	Peptidase S1 domain (1)	Peptidase S1 family							
comp34639_c0_seq1	Retrotransposable element Tf2 155 kDa protein type 3	3.657894041	3.696655605	0.002041308	0.097731287	Q9UR07	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	7.18044E-11	NaN	1333	Integrase catalytic domain (1); Peptidase A2 domain (1); Reverse transcriptase domain (1)								
comp14991_c0_seq1	Derlin-2.1	3.743489003	4.393084716	0.000904957	0.060699669	Q4G2J4	Zea mays	3.91834E-21	NaN	249	-	-							
comp35199_c0_seq1	Transposon Ty3-I Gag-Pol polyprotein	3.756320297	4.764185196	0.000605869	0.047650726	Q7LHG5	Saccharomyces cerevisiae (strain ATCC 204508 /	4.51884E-13	NaN	1498	CCHC-type zinc finger (1); Integrase catalytic domain (1); Peptidase A2 domain (1); Reverse transcriptase domain (1); RNase H Ty3/gyspy-type domain (1)								
comp25887_c0_seq1	Lipase	3.775481906	5.83512364	0.000631282	0.048875871	P19515	Rhizomucor miehei	2.57821E-09	NaN	363	-	"AB hydrolase superfamily, Lipase family"							
comp36382_c0_seq1	Predicted protein	3.776743405	3.708892581	0.001857538	0.092556842	C1FE06	Micromonas sp. (strain RCC299 /	6.28361E-07	NaN	99	-	-							
comp15376_c0_seq1	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial"	3.946980262	2.162052275	0.000243381	0.025747413	Q9M9M6	Arabidopsis thaliana	8.75213E-14	NaN	110	-	Complex I NDUFS6 subunit family							
comp5611_c0_seq1	"Photosystem II 10 kDa polypeptide, chloroplastic"	3.9737629	6.801968748	0.000232681	0.025136234	P49108	Brassica campestris	4.5123E-15	NaN	141	-	PsbR family							
comp27145_c0_seq1	Calcium-dependent protein kinase 22	4.057299779	3.763424838	0.000633407	0.048875871	Q9ZSA3	Arabidopsis thaliana	6.14137E-08	NaN	498	EF-hand domains (4); Protein kinase domain (1)	"Protein kinase superfamily, Ser/Thr protein kinase family, CDPK subfamily"							
comp15742_c0_seq1	"H+-or Na+-translocating f-type, v-type and A-type ATPase superfamily"	4.074574319	2.544790818	0.001822878	0.091646098	K8EDL8	Bathycoccus prasinos	9.21497E-07	NaN	68	-	-							
comp40290_c0_seq1	Carbonic anhydrase 1	4.154191434	4.227618485	0.00123282	0.07319438	P20507	Chlamydomonas reinhardtii	7.1132E-08	NaN	377	-	Alpha-carbonic anhydrase family							
comp47756_c0_seq1	"Uncharacterized protein At4g01150, chloroplastic"	4.16115533	2.756230561	0.001437263	0.079853399	O04616	Arabidopsis thaliana	2.86594E-20	NaN	164	-	CURT family							
comp14895_c0_seq1	Putative uncharacterized protein	4.174676466	2.696022886	0.00055858	0.045371197	D8U0A5	Volvox carteri	2.36036E-06	NaN	189	-	-							
comp12970_c0_seq1	"Photosystem I reaction center subunit IV, chloroplastic"	4.252516489	3.830300935	0.001376616	0.077728545	P12352	Chlamydomonas reinhardtii	1.45291E-30	NaN	97	-	PsaE family							
comp15171_c0_seq1	Probable protein phosphatase 2C 68	4.29728669	4.000875805	0.000112143	0.015143374	Q0J2L7	Oryza sativa subsp. japonica	4.36843E-25	NaN	358	PP2C-like domain (1)	PP2C family							
comp7616_c0_seq1	Uncharacterized protein	4.310180395	3.467776433	0.002114058	0.099243408	I0Z1S4	Coccomyxa subellipsoidea C-169	7.88545E-07	NaN	322	-	-							
comp19130_c0_seq1	"Uncharacterized protein At4g01150, chloroplastic"	4.385015709	3.975252749	0.00014698	0.018561677	O04616	Arabidopsis thaliana	4.13925E-27	NaN	164		CURT family							
comp7924_c0_seq1	"NifU-like protein 2, chloroplastic"	4.410908683	3.738819115	0.001608595	0.085043092	Q93W20	Arabidopsis thaliana	1.36483E-51	NaN	235	-	NifU family							
comp15388_c0_seq1	"Photosystem I reaction center subunit V, chloroplastic"	4.481697361	3.893914539	0.000506231	0.042660438	Q9S7N7	Arabidopsis thaliana	6.50373E-29	NaN	160	-	PsaG/PsaK family							
comp18775_c0_seq1	"NifU-like protein 1, chloroplastic"	4.500398754	3.416727917	0.000963572	0.06315621	Q93W77	Arabidopsis thaliana	5.38928E-35	NaN	231		NifU family							
comp9125_c0_seq1	PXMP2/4 family protein 3	4.566219028	3.435686497	0.001458511	0.080604251	Q54GD8	Dictyostelium discoideum	4.99544E-10	NaN	184		Peroxisomal membrane protein PXMP2/4 family							
comp7431_c0_seq1	"Iron-sulfur assembly protein IscA-like 1, mitochondrial"	4.593348549	3.365626487	0.001427334	0.079589873	Q8LBM4	Arabidopsis thaliana	8.80894E-45	NaN	137	-	HesB/IscA family							
comp15232_c0_seq1	Predicted protein	4.61596354	2.585175763	0.001552381	0.083448833	A8I9X7	Chlamydomonas reinhardtii	1.73022E-28	NaN	175	-	-							
comp8269_c0_seq1	Chlorophyll a-b binding protein CP29	4.618687969	2.490819927	0.000983571	0.063629805	Q93WD2	Chlamydomonas reinhardtii	1.04943E-41	NaN	280	-	Light-harvesting chlorophyll a/b-binding (LHC) protein family							
comp37581_c0_seq1	Predicted protein	4.667360192	2.261391704	0.001785998	0.090372299	C1FG66	Micromonas sp. (strain RCC299 /	4.12003E-15	NaN	156	-	-							
comp42734_c0_seq1	"Iron-sulfur assembly protein IscA-like 2, mitochondrial"	4.717417019	2.250073297	0.000801616	0.056595354	Q8LCY2	Arabidopsis thaliana	1.83511E-32	NaN	158	-	HesB/IscA family							
comp19524_c0_seq1	Predicted protein	4.743095169	2.590351585	0.000544273	0.044801072	G0RLX6	Hypocrea jecorina (strain QM6a)	6.85804E-33	NaN	136	-	-							
comp11513_c0_seq1	Rubredoxin	4.756946551	2.307048284	0.001707696	0.087898315	P73068	Synechocystis sp. (strain	5.10391E-09	NaN	115	Rubredoxin-like domain (1)	Rubredoxin family							
comp20816_c0_seq1	Thioredoxin-1	4.816113543	2.629977911	0.000940172	0.062351745	O14463	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	1.99494E-27	NaN	103	Thioredoxin domain (1)	Thioredoxin family							
comp8160_c0_seq1	Animal heme peroxidase homologue	4.840822558	1.837336734	0.00198195	0.096267363	R7QNU2	Chondrus crispus	4.45849E-06	NaN	703	-	-							
comp7047_c0_seq1	Uncharacterized protein	4.858565395	2.53766385	0.000886545	0.060223462	I0Z5J9	Coccomyxa subellipsoidea C-169	1.19802E-12	NaN	114	-	-							
comp21997_c0_seq1	Copper transport protein ATX1	4.917129494	3.878897427	0.000163311	0.019797423	Q94BT9	Arabidopsis thaliana	4.965E-20	NaN	106	HMA domain (1)	ATX1 family							
comp9580_c0_seq1	"Heme oxygenase 1, chloroplastic"	4.951523812	2.901043549	0.000861359	0.059214204	Q69XJ4	Oryza sativa subsp. japonica	2.06886E-23	NaN	289	-	Heme oxygenase family							
comp28189_c0_seq1	Putative uncharacterized protein	4.969979696	2.219219609	0.001077106	0.067067781	Q2H756	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 /	6.77443E-62	NaN	410	-	-							
comp41347_c0_seq1	Ankyrin repeat domain-containing protein 2	5.13066946	2.382080002	0.000444821	0.038949596	Q9SAR5	Arabidopsis thaliana	5.34852E-28	NaN	342	ANK repeats (3)								
comp11726_c0_seq1	"Thioredoxin F-type, chloroplastic"	5.135650004	2.459915941	0.000442673	0.038949596	O48897	Brassica napus	3.87155E-10	NaN	182	Thioredoxin domain (1)	"Thioredoxin family, Plant F-type subfamily"							
comp16165_c1_seq1	Putative uncharacterized protein	5.25870768	2.420255741	0.000514942	0.043151147	F0YIC7	Aureococcus anophagefferens	6.00048E-08	NaN	837	-	-							
comp7443_c0_seq1	Oxysterol-binding protein-related protein 1	5.295782309	3.438651781	3.72644E-05	0.007078964	Q9BXW6	Homo sapiens	4.8647E-07	NaN	950	ANK repeats (3); PH domain (1)	OSBP family							
comp27030_c0_seq1	"Photosystem I reaction center subunit XI, chloroplastic"	5.307006738	3.174850298	3.89954E-05	0.00731481	Q9SUI4	Arabidopsis thaliana	6.31742E-36	NaN	219	-	PsaL family							
comp37595_c0_seq1	Carbonic anhydrase 1	5.333002558	2.441782297	0.000373185	0.034214012	P20507	Chlamydomonas reinhardtii	6.7691E-18	NaN	377	-	Alpha-carbonic anhydrase family							
comp25131_c0_seq2	RNA-splicing ligase RtcB	5.42860644	1.749007122	0.001234274	0.07319438	P46850	Escherichia coli (strain K12)	1.174E-16	NaN	408	-	RtcB family							
comp15585_c0_seq1	Cyanovirin-n family protein	5.429413999	3.529701861	4.02093E-06	0.001345272	N4V753	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422)	2.22378E-07	NaN	127	-	-							
comp7976_c0_seq1	Transmembrane protease serine 11E	5.432459862	2.51413732	0.000683925	0.051359711	Q5S248	Mus musculus	7.03626E-10	NaN	423	Peptidase S1 domain (1); SEA domain (1)	Peptidase S1 family							
comp23515_c0_seq2	Putative uncharacterized protein	5.442038644	2.081473366	0.000338356	0.032137982	D7FVU9	Ectocarpus siliculosus	3.5498E-23	NaN	82	-	-							
comp13873_c1_seq1	Putative uncharacterized protein	5.452486563	2.673882024	0.000154514	0.019135894	C9SN26	Verticillium albo-atrum (strain	5.83108E-30	NaN	214	-	-							
comp48310_c0_seq1	P protein	5.46882812	3.369885436	8.99934E-05	0.013203396	Q62052	Mus musculus	3.9481E-10	NaN	833	-	CitM (TC 2.A.11) transporter family							
comp7754_c0_seq1	Putative uncharacterized protein (Fragment)	5.482799752	2.364197177	0.000747596	0.053990131	D8TGY5	Volvox carteri	4.38397E-52	NaN	194	-	-							
comp25486_c0_seq1	Probable 60S ribosomal protein L14	5.54808387	2.930908865	2.99179E-05	0.005961251	P55844	Pisum sativum	3.98202E-24	NaN	133	-	Ribosomal protein L14e family							
comp45944_c0_seq1	Uncharacterized protein (Fragment)	5.568973922	1.689070202	0.001014953	0.064910636	K3YDZ5	Setaria italica	1.01126E-06	NaN	84	-	-							
comp39345_c0_seq1	Cytoplasmic tRNA 2-thiolation protein 1	5.599793489	3.662775195	5.79796E-05	0.00973536	A2Q879	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	1.72804E-09	NaN	341	-	"TtcA family, CTU1/NCS6/ATPBD3 subfamily"							
comp41852_c0_seq1	Cytochrome c oxidase subunit 6B	5.614376072	2.295358151	0.000266741	0.027660602	O94581	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	1.17337E-26	NaN	86	-	Cytochrome c oxidase subunit 6B family							
comp40031_c0_seq1	Probable V-type proton ATPase subunit H	5.618820449	2.229492894	0.00074464	0.053990131	Q84ZC0	Oryza sativa subsp. japonica	8.87616E-44	NaN	452	-	V-ATPase H subunit family							
comp7251_c0_seq1	"Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase 2, chloroplastic"	5.625506817	1.589550312	0.002099348	0.098802046	Q9AR22	Chlamydomonas reinhardtii	1.44124E-31	NaN	407	-	AcsF family							
comp36763_c0_seq1	Heme-binding protein 2	5.650199718	3.050489518	0.000706295	0.052424893	Q9WU63	Mus musculus	1.24968E-20	NaN	205	-	HEBP family							
comp15538_c0_seq1	Putative uncharacterized protein	5.703299127	2.021140076	0.000975354	0.06346454	E1ZLE4	Chlorella variabilis	3.21655E-21	NaN	174	-	-							
comp43978_c0_seq1	Calcium-binding protein 7	5.71739717	2.322285361	0.001542358	0.083317888	Q66H96	Rattus norvegicus	1.93527E-08	NaN	215	EF-hand domains (2)	-							
comp7028_c0_seq1	Cytochrome b-c1 complex subunit 9	5.790444078	1.818228794	0.000498063	0.042370346	P46270	Solanum tuberosum	9.73885E-12	NaN	72		UQCR10/QCR9 family							
comp19827_c0_seq1	Putative uncharacterized protein	5.849453087	3.392949291	2.54724E-05	0.005344213	E1ZT71	Chlorella variabilis	8.15789E-09	NaN	90	-	-							
comp7602_c0_seq1	"Photosystem I reaction center subunit IV, chloroplastic"	5.945089795	3.34792762	3.11193E-06	0.001143557	P12352	Chlamydomonas reinhardtii	1.07199E-26	NaN	97	-	PsaE family							
comp19895_c0_seq1	"Calvin cycle protein CP12, chloroplastic"	5.962179712	1.798365727	0.000580341	0.046412122	A6Q0K5	Chlamydomonas reinhardtii	2.40234E-16	NaN	107	-	CP12 family							
comp23594_c0_seq1	WAP four-disulfide core domain protein 18 (Fragment)	6.014834823	2.884809407	9.74444E-06	0.002670172	P14730	Rattus norvegicus	5.12472E-08	NaN	74	WAP domain (1)								
comp15841_c0_seq1	Tubulin-specific chaperone A	6.023530567	1.998056822	0.000184908	0.021420698	O75347	Homo sapiens	1.78842E-17	NaN	108		TBCA family							
comp40176_c0_seq1	Protein PLANT CADMIUM RESISTANCE 3	6.074475427	2.242601304	4.96426E-05	0.008727745	P0CW97	Arabidopsis thaliana	2.64985E-06	NaN	152	-	Cornifelin family							
comp19668_c0_seq1	N-acetylmuramoyl-L-alanine amidase sle1	6.123023492	1.511191074	0.001784291	0.090372299	Q8CMN2	Staphylococcus epidermidis (strain ATCC 12228)	2.207E-07	NaN	324	LysM repeats (3); Peptidase C51 domain (1)								
comp45163_c0_seq1	"NADH-ubiquinone oxidoreductase 12 kDa subunit, mitochondrial"	6.193384864	1.974407816	0.001545349	0.083370733	Q03015	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	1.43648E-27	NaN	104		Complex I NDUFS6 subunit family							
comp18948_c0_seq1	Putative uncharacterized protein	6.207013239	1.663227527	0.000730397	0.053417844	Q9XFU2	Chlamydomonas sp. HS-5	4.41E-18	NaN	84	-	-							
comp46836_c0_seq1	Putative uncharacterized protein	6.208855134	1.420693337	0.001375783	0.077728545	Putative uncharacterized protein	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719)	4.33576E-32	NaN	114	-	-							
comp39279_c0_seq1	Photosystem I reaction centre subunit VI	6.270168686	1.568575467	0.000485851	0.041727339	I0Z284	Coccomyxa subellipsoidea C-169	1.43801E-07	NaN	133	-	-							
comp40473_c0_seq1	Glutathione S-transferase P 1	6.395417256	1.700860775	0.001612615	0.08515517	P19157	Mus musculus	5.03085E-25	NaN	210	GST C-terminal domain (1); GST N-terminal domain (1)	"GST superfamily, Pi family"							
comp8955_c0_seq1	"Rhodanese-like domain-containing protein 14, chloroplastic"	6.443991893	1.183184538	0.00132627	0.075744355	Q94A65	Arabidopsis thaliana	2.07376E-13	NaN	224	Rhodanese domain (1)								
comp45619_c0_seq1	Protein lifeguard 1	6.553198718	1.548283229	0.000838026	0.058305725	Q7Z429	Homo sapiens	2.95399E-23	NaN	371		"BI1 family, LFG subfamily"							
comp45120_c0_seq1	5'-nucleotidase domain-containing protein	6.560651418	1.299684948	0.000800612	0.056595354	E3Q5G4	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212)	7.87101E-15	NaN	590	5'-nucleotidase family								
comp42504_c0_seq1	60S ribosomal protein L24-2	6.564329463	1.659300706	0.000363452	0.033527343	P38666	Arabidopsis thaliana	7.3989E-28	NaN	163	-	Ribosomal protein L24e family							
comp20479_c0_seq1	60S ribosomal protein L30-3	6.661132242	1.286101712	0.000901237	0.060667069	Q9LSA3	Arabidopsis thaliana	1.17304E-08	NaN	112	-	Ribosomal protein L30e family							
comp8604_c0_seq1	"Ferritin-1, chloroplastic"	6.690692408	1.220405374	0.001355535	0.07702324	P19976	Glycine max	2.54431E-13	NaN	250	Ferritin-like diiron domain (1)	Ferritin family							
comp39262_c0_seq1	40S ribosomal protein S21	6.768991976	1.582244753	0.000198075	0.02263227	P35687	Oryza sativa subsp. japonica	4.73755E-14	NaN	82		Ribosomal protein S21e family							
comp41528_c0_seq1	Uncharacterized protein	6.908015324	2.661651811	2.62386E-05	0.005420868	I0YW04	Coccomyxa subellipsoidea C-169	4.65198E-07	NaN	102	-								
comp31121_c0_seq6	5'-3' exoribonuclease 3	6.967917267	1.97481561	9.73083E-05	0.013937786	Q9FQ03	Arabidopsis thaliana	6.92085E-18	NaN	1020	CCHC-type zinc finger (1)	"5'-3' exonuclease family, XRN2/RAT1 subfamily"							
comp5875_c0_seq1	Uncharacterized protein	7.236960368	1.221968022	0.001080586	0.067191168	I0Z5R6	Coccomyxa subellipsoidea C-169	1.11151E-08	NaN	83	-	-							
comp7384_c0_seq1	Phosphatidyl-N-methylethanolamine N-methyltransferase	7.380887885	2.504432179	3.06326E-06	0.001134975	P05375	Saccharomyces cerevisiae (strain ATCC 204508 /	4.7639E-33	NaN	206	-	"Class VI-like SAM-binding methyltransferase superfamily, PEMT/PEM2 methyltransferase family"							
comp15032_c0_seq1	"ATP synthase subunit epsilon, mitochondrial"	7.429350031	1.184558197	0.001317713	0.07553415	Q96253	Arabidopsis thaliana	2.44805E-13	NaN	70	-	Eukaryotic ATPase epsilon family							
comp20985_c0_seq1	"ATP synthase subunit beta, mitochondrial (Fragment)"	7.498161729	1.182619886	0.001483687	0.081095691	P43395	Actinidia deliciosa	4.5177E-07	NaN	173	-	ATPase alpha/beta chains family							
comp20908_c0_seq1	Uncharacterized protein	7.505608746	1.270862741	0.000905783	0.060699669	I0YMS9	Coccomyxa subellipsoidea C-169	5.67147E-10	NaN	257	-	-							
comp15878_c0_seq1	LYR motif-containing protein 9	7.59533886	2.823353071	6.38534E-06	0.001934239	B6NK32	Branchiostoma floridae	2.95307E-12	NaN	78	-	-							
comp9796_c0_seq1	Thioredoxin	7.92207849	1.595852543	0.00022526	0.024812955	Q9UW02	Coprinus comatus	1.764E-26	NaN	106	Thioredoxin domain (1)	Thioredoxin family							
comp6879_c0_seq1	60S ribosomal protein L28	8.065021569	1.774251866	7.7448E-05	0.011931784	Q9GS21	Dictyostelium discoideum	1.96465E-12	NaN	132		Ribosomal protein L28e family							
comp18742_c0_seq4	"Ferritin-3, chloroplastic"	8.258152752	2.012954581	1.63773E-05	0.003784677	Q948P6	Glycine max	1.46069E-60	NaN	256	Ferritin-like diiron domain (1)	Ferritin family							
comp36964_c0_seq1	"ATP-dependent zinc metalloprotease FTSH 2, chloroplastic"	8.636092812	2.21207442	1.70692E-05	0.003924334	Q655S1	Oryza sativa subsp. japonica	2.45929E-47	NaN	676		AAA ATPase family; Peptidase M41 family							
comp5973_c0_seq1	"Photosystem I reaction center subunit II, chloroplastic"	8.915151954	1.040077703	0.00184127	0.092335362	P12353	Spinacia oleracea	1.5518E-55	NaN	212		PsaD family							
comp47546_c0_seq1	Nascent polypeptide-associated complex subunit beta	9.110692628	1.259496468	0.001041225	0.065932482	Q7SDU4	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	1.03138E-14	NaN	152	NAC-A/B (NAC-alpha/beta) domain (1)	NAC-beta family							
comp25254_c0_seq1	Predicted protein	9.110692628	0.941752292	0.001380519	0.077814183	A9SG47	Physcomitrella patens subsp. patens	3.0438E-21	NaN	84									
comp7918_c0_seq1	Transmembrane protein 230	9.144579269	0.870594645	0.001697017	0.087727546	Q5R8X3	Pongo abelii	2.93959E-08	NaN	120	-	TMEM134/TMEM230 family							
comp39331_c0_seq1	Tripartite motif-containing protein 45	9.155700218	0.985834538	0.001122478	0.068935529	Q6PFY8	Mus musculus	4.4867E-13	NaN	580	B box-type zinc fingers (2); Filamin repeat (1); RING-type zinc finger (1)	TRIM/RBCC family							
comp38687_c0_seq1	Predicted protein	9.188557783	1.33389743	0.000736989	0.053724731	A8JBM6	Chlamydomonas reinhardtii	4.07564E-11	NaN	282	-	Mitochondrial carrier family							
comp18320_c0_seq2	"20 kDa chaperonin, chloroplastic"	9.241710217	0.902844095	0.001486899	0.081095691	Q02073	Spinacia oleracea	3.29943E-32	NaN	255	-	GroES chaperonin family							
comp8816_c0_seq1	Predicted protein	9.312979799	0.911715998	0.001448461	0.080185134	A8IIR9	Chlamydomonas reinhardtii	1.24377E-11	NaN	252	-	-							
comp7126_c0_seq1	Uncharacterized protein	9.352178336	1.147327114	0.000538467	0.044457776	I0YKH9	Coccomyxa subellipsoidea C-169	1.64652E-14	NaN	113	-	-							
comp6599_c0_seq1	Protein ISD11	9.36181379	1.525445308	0.000489132	0.041848802	Q6Q560	Saccharomyces cerevisiae (strain ATCC 204508 /	7.73909E-14	NaN	94		Complex I LYR family							
comp9793_c0_seq1	Putative uncharacterized protein	9.371385317	1.060440028	0.000764011	0.054628628	D8TN51	Volvox carteri	1.06182E-14	NaN	321	-	-							
comp39260_c0_seq1	Predicted protein	9.409048769	1.124704476	0.000580693	0.046412122	A9SM97	Physcomitrella patens subsp. patens	2.76295E-09	NaN	65	-	-							
comp14108_c0_seq1	Derlin-2.1	9.418312979	0.89842326	0.001664451	0.086566905	Q4G2J4	Zea mays	6.21416E-28	NaN	249	-	Derlin family							
comp14634_c0_seq1	Probable gamma-secretase subunit PEN-2	9.418312979	1.42670378	0.000211189	0.023729334	Q9FY84	Arabidopsis thaliana	1.0576E-07	NaN	146	-	PEN-2 family							
comp46464_c0_seq1	Putative uncharacterized protein	9.418312979	0.978231461	0.001110631	0.068489404	E1ZSW0	Chlorella variabilis	4.33326E-31	NaN	789	-	-							
comp43507_c0_seq1	"Photosystem I reaction center subunit psaK, chloroplastic"	9.472682667	1.338342092	0.000231337	0.025051436	P36886	Hordeum vulgare	5.11862E-15	NaN	131	-	PsaG/PsaK family							
comp6052_c0_seq1	Mitochondrial fission 1 protein B	9.472682667	1.238894968	0.000350592	0.032813644	Q94CK3	Arabidopsis thaliana	3.46341E-15	NaN	167	HMA domain (1)	ATX1 family							
comp35579_c0_seq1	Uncharacterized bolA-like protein C8C9.11	9.499117959	0.949914193	0.001431884	0.079744359	O14280	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	3.23283E-14	NaN	84	-	BolA/yrbA family							
comp13001_c0_seq1	Cystatin/monellin	9.516476161	0.912200888	0.001849951	0.092482961	I0YL91	Coccomyxa subellipsoidea C-169	2.17589E-07	NaN	224	-	-							
comp15823_c0_seq1	"Chlorophyll a-b binding protein 4, chloroplastic"	9.525077566	1.144495132	0.000520049	0.043400968	P27521	Arabidopsis thaliana	3.33255E-29	NaN	251		Light-harvesting chlorophyll a/b-binding (LHC) protein family							
comp41651_c0_seq1	50S ribosomal protein L33	9.567331777	1.260500009	0.00030533	0.029990392	B2ULP6	Akkermansia muciniphila (strain ATCC BAA-835)	1.19385E-14	NaN	57	-	Ribosomal protein L33P family							
comp19778_c0_seq1	Predicted protein (Fragment)	9.600266124	1.699642412	9.01195E-05	0.013203396	A7RLR7	Nematostella vectensis	4.46704E-06	NaN	142									
comp47817_c0_seq1	40S ribosomal protein S21	9.608383563	1.743824093	0.00011001	0.015049948	Q54BN4	Dictyostelium discoideum	3.08616E-18	NaN	78	-	Ribosomal protein S21e family							
comp42843_c0_seq1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	9.632465385	1.158312281	0.000524717	0.043563169	Q945M1	Arabidopsis thaliana	8.82567E-10	NaN	117	-	Complex I LYR family							
comp37795_c0_seq1	"Oxygen-evolving enhancer protein 3, chloroplastic"	9.640404151	1.05880141	0.000981214	0.063579028	P12852	Chlamydomonas reinhardtii	1.08894E-13	NaN	199	-	PsbQ family							
comp46778_c0_seq1	Protein AMN1 homolog	9.648299471	1.734949237	6.89565E-05	0.011007787	Q0P4D1	Danio rerio	3.71637E-06	NaN	249	-	AMN1 family							
comp21130_c0_seq1	Transporter	9.648299471	1.596597956	7.32351E-05	0.011479994	E3RFI6	Pyrenophora teres f. teres (strain 0-1)	8.95665E-37	NaN	666	-	Sodium:neurotransmitter symporter (SNF) family							
