	contig	logFC	logCPM	p-value	FDR	e-value	bitscore_x	Name	Unnamed: 0	db	entry	entryname	percent-id	align-length	mismatch	gap-opens	q.start	q.end	s.start	s.end	eval	bitscore_y	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology IDs
449	TRINITY_DN176_c0_g1_i2	-4.63886002647618	6.1526970393933	0.0473764638516219	1				32869.0	sp	P50637	TSPO_MOUSE	43.125	160.0	90.0	1.0	29.0	508.0	1.0	159.0	1.5e-38	141.0	P50637	TSPO_MOUSE	reviewed	Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR)	Tspo Bzrp Mbr	Mus musculus (Mouse)	169.0	adrenal gland development [GO:0030325]; aging [GO:0007568]; behavioral response to pain [GO:0048266]; cellular hypotonic response [GO:0071476]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to zinc ion [GO:0071294]; chloride transport [GO:0006821]; contact inhibition [GO:0060242]; establishment of protein localization to mitochondrion [GO:0072655]; glial cell migration [GO:0008347]; ion transport [GO:0006811]; lipid transport [GO:0006869]; maintenance of protein location in mitochondrion [GO:0072656]; negative regulation of ATP metabolic process [GO:1903579]; negative regulation of autophagy of mitochondrion [GO:1903147]; negative regulation of glial cell proliferation [GO:0060253]; negative regulation of mitochondrion organization [GO:0010823]; negative regulation of nitric oxide biosynthetic process [GO:0045019]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of tumor necrosis factor production [GO:0032720]; peripheral nervous system axon regeneration [GO:0014012]; positive regulation of apoptotic process [GO:0043065]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of mitochondrial depolarization [GO:0051901]; positive regulation of necrotic cell death [GO:0010940]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; regulation of steroid biosynthetic process [GO:0050810]; response to manganese ion [GO:0010042]; response to progesterone [GO:0032570]; response to testosterone [GO:0033574]; response to vitamin B1 [GO:0010266]; steroid biosynthetic process [GO:0006694]	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; androgen binding [GO:0005497]; benzodiazepine receptor activity [GO:0008503]; cholesterol binding [GO:0015485]; ion channel binding [GO:0044325]; adrenal gland development [GO:0030325]; aging [GO:0007568]; behavioral response to pain [GO:0048266]; cellular hypotonic response [GO:0071476]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to zinc ion [GO:0071294]; chloride transport [GO:0006821]; contact inhibition [GO:0060242]; establishment of protein localization to mitochondrion [GO:0072655]; glial cell migration [GO:0008347]; ion transport [GO:0006811]; lipid transport [GO:0006869]; maintenance of protein location in mitochondrion [GO:0072656]; negative regulation of ATP metabolic process [GO:1903579]; negative regulation of autophagy of mitochondrion [GO:1903147]; negative regulation of glial cell proliferation [GO:0060253]; negative regulation of mitochondrion organization [GO:0010823]; negative regulation of nitric oxide biosynthetic process [GO:0045019]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of tumor necrosis factor production [GO:0032720]; peripheral nervous system axon regeneration [GO:0014012]; positive regulation of apoptotic process [GO:0043065]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of mitochondrial depolarization [GO:0051901]; positive regulation of necrotic cell death [GO:0010940]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; regulation of steroid biosynthetic process [GO:0050810]; response to manganese ion [GO:0010042]; response to progesterone [GO:0032570]; response to testosterone [GO:0033574]; response to vitamin B1 [GO:0010266]; steroid biosynthetic process [GO:0006694]	androgen binding [GO:0005497]; benzodiazepine receptor activity [GO:0008503]; cholesterol binding [GO:0015485]; ion channel binding [GO:0044325]	GO:0005497; GO:0005739; GO:0005741; GO:0005783; GO:0006694; GO:0006811; GO:0006821; GO:0006869; GO:0007568; GO:0008347; GO:0008503; GO:0010042; GO:0010266; GO:0010823; GO:0010940; GO:0014012; GO:0015485; GO:0016021; GO:0030325; GO:0031397; GO:0032570; GO:0032720; GO:0033574; GO:0043065; GO:0044325; GO:0045019; GO:0048266; GO:0050810; GO:0051901; GO:0051928; GO:0060242; GO:0060252; GO:0060253; GO:0071222; GO:0071294; GO:0071476; GO:0072655; GO:0072656; GO:1903147; GO:1903579; GO:2000379
450	TRINITY_DN3911_c0_g1_i1	2.73372831024985	6.43452592050024	0.0473810929948905	1																													
451	TRINITY_DN7889_c2_g1_i1	2.73372612296129	6.43452592050024	0.0474582942600594	1																													
452	TRINITY_DN977_c0_g1_i3	2.7337259534400005	6.43452592050024	0.0474642799679341	1																													
453	TRINITY_DN19374_c0_g1_i1	-4.63887938875619	6.1526970393933	0.0477517356622992	1																													
454	TRINITY_DN19763_c0_g1_i1	-4.6388927752539	6.1526970393933	0.0480143752560098	1																													
455	TRINITY_DN23654_c0_g1_i1	-3.02837768754241	6.59404974733132	0.0480575086879088	1																													
456	TRINITY_DN20055_c2_g1_i2	-4.63890178032499	6.1526970393933	0.0481925400442748	1																													
457	TRINITY_DN18520_c1_g2_i1	4.86427411837785	6.25369658248668	0.0482655801207264	1				9323.0	sp	Q80YA3	DDHD1_MOUSE	66.667	39.0	13.0	0.0	636.0	520.0	490.0	528.0	2.18e-09	61.6	Q80YA3	DDHD1_MOUSE	reviewed	Phospholipase DDHD1 (EC 3.1.1.-) (DDHD domain-containing protein 1) (Phosphatidic acid-preferring phospholipase A1 homolog) (PA-PLA1)	Ddhd1	Mus musculus (Mouse)	547.0	lipid catabolic process [GO:0016042]; positive regulation of mitochondrial fission [GO:0090141]; sperm mitochondrion organization [GO:0030382]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; phospholipase activity [GO:0004620]; lipid catabolic process [GO:0016042]; positive regulation of mitochondrial fission [GO:0090141]; sperm mitochondrion organization [GO:0030382]	metal ion binding [GO:0046872]; phospholipase activity [GO:0004620]	GO:0004620; GO:0005737; GO:0016042; GO:0030382; GO:0046872; GO:0090141
458	TRINITY_DN168328_c0_g1_i1	4.86427411837785	6.25369658248668	0.0483252207042604	1																													
459	TRINITY_DN20341_c0_g1_i1	-4.63890856994027	6.1526970393933	0.0483276714288375	1																													
460	TRINITY_DN16395_c1_g1_i1	4.86427411837785	6.25369658248668	0.0483453797776719	1																													
461	TRINITY_DN2081_c1_g1_i1	-4.6389136738107	6.1526970393933	0.0484297077342746	1				3329.0	sp	Q61382	TRAF4_MOUSE	34.014	147.0	94.0	2.0	222.0	662.0	1.0	144.0	2.6100000000000003e-23	100.0	Q61382	TRAF4_MOUSE	reviewed	TNF receptor-associated factor 4 (Cysteine-rich motif associated to RING and Traf domains protein 1)	Traf4 Cart1	Mus musculus (Mouse)	470.0	activation of NF-kappaB-inducing kinase activity [GO:0007250]; apoptotic process [GO:0006915]; positive regulation of JNK cascade [GO:0046330]; positive regulation of protein homodimerization activity [GO:0090073]; positive regulation of protein kinase activity [GO:0045860]; regulation of apoptotic process [GO:0042981]; respiratory gaseous exchange by respiratory system [GO:0007585]; respiratory tube development [GO:0030323]	bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]	bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; identical protein binding [GO:0042802]; protein kinase binding [GO:0019901]; thioesterase binding [GO:0031996]; tumor necrosis factor receptor binding [GO:0005164]; ubiquitin protein ligase binding [GO:0031625]; WW domain binding [GO:0050699]; zinc ion binding [GO:0008270]; activation of NF-kappaB-inducing kinase activity [GO:0007250]; apoptotic process [GO:0006915]; positive regulation of JNK cascade [GO:0046330]; positive regulation of protein homodimerization activity [GO:0090073]; positive regulation of protein kinase activity [GO:0045860]; regulation of apoptotic process [GO:0042981]; respiratory gaseous exchange by respiratory system [GO:0007585]; respiratory tube development [GO:0030323]	identical protein binding [GO:0042802]; protein kinase binding [GO:0019901]; thioesterase binding [GO:0031996]; tumor necrosis factor receptor binding [GO:0005164]; ubiquitin protein ligase binding [GO:0031625]; WW domain binding [GO:0050699]; zinc ion binding [GO:0008270]	GO:0005164; GO:0005634; GO:0005737; GO:0005856; GO:0005886; GO:0005923; GO:0006915; GO:0007250; GO:0007585; GO:0008270; GO:0019901; GO:0030323; GO:0031625; GO:0031996; GO:0032991; GO:0042802; GO:0042981; GO:0045860; GO:0046330; GO:0048471; GO:0050699; GO:0090073
462	TRINITY_DN10766_c0_g1_i1	4.86427411837785	6.25369658248668	0.0485143886733123	1																													
463	TRINITY_DN12191_c0_g1_i1	4.86427411837785	6.25369658248668	0.0485161861937014	1				40052.0	sp	Q499W2	SLD5_RAT	52.558	215.0	94.0	2.0	141.0	761.0	9.0	223.0	3.129999999999998e-67	214.0	Q499W2	SLD5_RAT	reviewed	DNA replication complex GINS protein SLD5 (GINS complex subunit 4) [Cleaved into: DNA replication complex GINS protein SLD5, N-terminally processed]	Gins4 Sld5	Rattus norvegicus (Rat)	223.0	DNA-dependent DNA replication [GO:0006261]; DNA duplex unwinding [GO:0032508]; double-strand break repair via break-induced replication [GO:0000727]	cytoplasm [GO:0005737]; GINS complex [GO:0000811]; replication fork protection complex [GO:0031298]	cytoplasm [GO:0005737]; GINS complex [GO:0000811]; replication fork protection complex [GO:0031298]; DNA duplex unwinding [GO:0032508]; DNA-dependent DNA replication [GO:0006261]; double-strand break repair via break-induced replication [GO:0000727]		GO:0000727; GO:0000811; GO:0005737; GO:0006261; GO:0031298; GO:0032508
464	TRINITY_DN22175_c0_g1_i1	-4.6389297070131	6.1526970393933	0.0487528118608277	1																													
465	TRINITY_DN22251_c0_g1_i1	-4.85660419648579	6.253050439494539	0.0487616175040748	1																													
466	TRINITY_DN159943_c0_g1_i1	-4.8566050738871	6.253050439494539	0.0487764312475619	1																													
467	TRINITY_DN22487_c0_g1_i1	-4.6389337809315405	6.1526970393933	0.048835536747049	1																													
468	TRINITY_DN128438_c0_g1_i1	-4.85661009035955	6.253050439494539	0.048861267328399	1				54067.0	sp	Q90623	MYPT1_CHICK	48.276	58.0	29.0	1.0	919.0	746.0	74.0	130.0	9.8e-09	60.1	Q90623	MYPT1_CHICK	reviewed	Protein phosphatase 1 regulatory subunit 12A (130 kDa myosin-binding subunit of smooth muscle myosin phosphatase) (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1) (PP1M subunit M110) (Protein phosphatase myosin-binding subunit)	PPP1R12A MBS MYPT1	Gallus gallus (Chicken)	1004.0	positive regulation of myosin-light-chain-phosphatase activity [GO:0035508]; regulation of cell adhesion [GO:0030155]; regulation of myosin-light-chain-phosphatase activity [GO:0035507]; signal transduction [GO:0007165]	A band [GO:0031672]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; PTW/PP1 phosphatase complex [GO:0072357]; Z disc [GO:0030018]	A band [GO:0031672]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; PTW/PP1 phosphatase complex [GO:0072357]; Z disc [GO:0030018]; 14-3-3 protein binding [GO:0071889]; enzyme inhibitor activity [GO:0004857]; phosphatase regulator activity [GO:0019208]; protein kinase binding [GO:0019901]; positive regulation of myosin-light-chain-phosphatase activity [GO:0035508]; regulation of cell adhesion [GO:0030155]; regulation of myosin-light-chain-phosphatase activity [GO:0035507]; signal transduction [GO:0007165]	14-3-3 protein binding [GO:0071889]; enzyme inhibitor activity [GO:0004857]; phosphatase regulator activity [GO:0019208]; protein kinase binding [GO:0019901]	GO:0004857; GO:0005737; GO:0005856; GO:0007165; GO:0019208; GO:0019901; GO:0030018; GO:0030155; GO:0031672; GO:0035507; GO:0035508; GO:0071889; GO:0072357
469	TRINITY_DN22627_c0_g1_i1	-4.6389357700669	6.1526970393933	0.048876021037837	1																													
470	TRINITY_DN23666_c0_g1_i1	-4.638940736947	6.1526970393933	0.0489773778338994	1				24908.0	sp	Q8JG30	ST1B1_CHICK	41.139	158.0	82.0	4.0	4.0	450.0	137.0	292.0	3.44e-29	113.0	Q8JG30	ST1B1_CHICK	reviewed	Sulfotransferase family cytosolic 1B member 1 (ST1B1) (Sulfotransferase 1B1) (EC 2.8.2.-)	SULT1B1 SULT1B	Gallus gallus (Chicken)	296.0	steroid metabolic process [GO:0008202]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; sulfotransferase activity [GO:0008146]; steroid metabolic process [GO:0008202]	sulfotransferase activity [GO:0008146]	GO:0005737; GO:0008146; GO:0008202
471	TRINITY_DN6229_c0_g2_i2	-4.856622638146731	6.253050439494539	0.0490745152579759	1																													
472	TRINITY_DN991_c0_g1_i6	-4.63894753664115	6.1526970393933	0.0491167581040239	1				36877.0	sp	Q9QXA5	LSM4_MOUSE	85.882	85.0	12.0	0.0	1.0	255.0	1.0	85.0	3.79e-49	166.0	Q9QXA5	LSM4_MOUSE	reviewed	U6 snRNA-associated Sm-like protein LSm4	Lsm4	Mus musculus (Mouse)	137.0	cytoplasmic mRNA processing body assembly [GO:0033962]; mRNA splicing, via spliceosome [GO:0000398]; nuclear-transcribed mRNA catabolic process [GO:0000956]; spliceosomal snRNP assembly [GO:0000387]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Lsm2-8 complex [GO:0120115]; membrane [GO:0016020]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; protein-containing complex [GO:0032991]; spliceosomal complex [GO:0005681]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U6 snRNP [GO:0005688]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Lsm2-8 complex [GO:0120115]; membrane [GO:0016020]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; protein-containing complex [GO:0032991]; spliceosomal complex [GO:0005681]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U6 snRNP [GO:0005688]; PH domain binding [GO:0042731]; RNA binding [GO:0003723]; U6 snRNA binding [GO:0017070]; cytoplasmic mRNA processing body assembly [GO:0033962]; mRNA splicing, via spliceosome [GO:0000398]; nuclear-transcribed mRNA catabolic process [GO:0000956]; spliceosomal snRNP assembly [GO:0000387]	PH domain binding [GO:0042731]; RNA binding [GO:0003723]; U6 snRNA binding [GO:0017070]	GO:0000387; GO:0000398; GO:0000932; GO:0000956; GO:0003723; GO:0005634; GO:0005654; GO:0005681; GO:0005688; GO:0005737; GO:0005829; GO:0016020; GO:0017070; GO:0032991; GO:0033962; GO:0042731; GO:0043005; GO:0046540; GO:0071005; GO:0120115
473	TRINITY_DN9310_c0_g3_i1	-4.6389505628701295	6.1526970393933	0.0491790222189715	1																													
474	TRINITY_DN9127_c0_g1_i1	-4.63895288223004	6.1526970393933	0.0492268399514406	1				7801.0	sp	Q5RCW7	KLD8B_PONAB	27.717	184.0	127.0	3.0	3.0	545.0	32.0	212.0	4.24e-16	83.6	Q5RCW7	KLD8B_PONAB	reviewed	Kelch domain-containing protein 8B	KLHDC8B	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	354.0	mitotic cytokinetic process [GO:1902410]; mitotic nuclear division [GO:0140014]; nuclear chromosome segregation [GO:0098813]	cellularization cleavage furrow [GO:0110070]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; midbody [GO:0030496]	cellularization cleavage furrow [GO:0110070]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; midbody [GO:0030496]; mitotic cytokinetic process [GO:1902410]; mitotic nuclear division [GO:0140014]; nuclear chromosome segregation [GO:0098813]		GO:0005737; GO:0030496; GO:0045171; GO:0098813; GO:0110070; GO:0140014; GO:1902410
475	TRINITY_DN9127_c0_g1_i1	-4.63895288223004	6.1526970393933	0.0492268399514406	1				7802.0	sp	Q5RCW7	KLD8B_PONAB	30.435	161.0	99.0	5.0	3.0	446.0	176.0	336.0	1.03e-12	73.2	Q5RCW7	KLD8B_PONAB	reviewed	Kelch domain-containing protein 8B	KLHDC8B	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	354.0	mitotic cytokinetic process [GO:1902410]; mitotic nuclear division [GO:0140014]; nuclear chromosome segregation [GO:0098813]	cellularization cleavage furrow [GO:0110070]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; midbody [GO:0030496]	cellularization cleavage furrow [GO:0110070]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; midbody [GO:0030496]; mitotic cytokinetic process [GO:1902410]; mitotic nuclear division [GO:0140014]; nuclear chromosome segregation [GO:0098813]		GO:0005737; GO:0030496; GO:0045171; GO:0098813; GO:0110070; GO:0140014; GO:1902410
476	TRINITY_DN9127_c0_g1_i1	-4.63895288223004	6.1526970393933	0.0492268399514406	1				7803.0	sp	Q5RCW7	KLD8B_PONAB	23.936	188.0	126.0	4.0	21.0	545.0	136.0	319.0	1.3800000000000002e-07	57.4	Q5RCW7	KLD8B_PONAB	reviewed	Kelch domain-containing protein 8B	KLHDC8B	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	354.0	mitotic cytokinetic process [GO:1902410]; mitotic nuclear division [GO:0140014]; nuclear chromosome segregation [GO:0098813]	cellularization cleavage furrow [GO:0110070]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; midbody [GO:0030496]	cellularization cleavage furrow [GO:0110070]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; midbody [GO:0030496]; mitotic cytokinetic process [GO:1902410]; mitotic nuclear division [GO:0140014]; nuclear chromosome segregation [GO:0098813]		GO:0005737; GO:0030496; GO:0045171; GO:0098813; GO:0110070; GO:0140014; GO:1902410
477	TRINITY_DN9127_c0_g1_i1	-4.63895288223004	6.1526970393933	0.0492268399514406	1				7804.0	sp	Q5RCW7	KLD8B_PONAB	30.0	110.0	71.0	2.0	39.0	356.0	245.0	352.0	9.36e-06	51.6	Q5RCW7	KLD8B_PONAB	reviewed	Kelch domain-containing protein 8B	KLHDC8B	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	354.0	mitotic cytokinetic process [GO:1902410]; mitotic nuclear division [GO:0140014]; nuclear chromosome segregation [GO:0098813]	cellularization cleavage furrow [GO:0110070]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; midbody [GO:0030496]	cellularization cleavage furrow [GO:0110070]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; midbody [GO:0030496]; mitotic cytokinetic process [GO:1902410]; mitotic nuclear division [GO:0140014]; nuclear chromosome segregation [GO:0098813]		GO:0005737; GO:0030496; GO:0045171; GO:0098813; GO:0110070; GO:0140014; GO:1902410
478	TRINITY_DN702_c3_g1_i1	-4.63895319833531	6.1526970393933	0.0492333635765111	1																													
479	TRINITY_DN73528_c0_g1_i1	-4.63895376930882	6.1526970393933	0.0492451510354551	1																													
480	TRINITY_DN83677_c0_g1_i1	-4.638955683463809	6.1526970393933	0.0492847052889325	1																													
481	TRINITY_DN6711_c0_g2_i3	-4.63895730967847	6.1526970393933	0.0493183549658218	1																													
482	TRINITY_DN81922_c0_g1_i1	-4.6389576746264005	6.1526970393933	0.0493259122218999	1																													
483	TRINITY_DN78728_c0_g1_i1	-4.638957873162861	6.1526970393933	0.0493300243533356	1																													
484	TRINITY_DN7982_c0_g3_i1	-4.6389586489496795	6.1526970393933	0.0493460986047781	1																													
485	TRINITY_DN87012_c0_g1_i1	-4.63895873536862	6.1526970393933	0.0493478897894964	1																													
486	TRINITY_DN60253_c0_g1_i1	-4.63895974054708	6.1526970393933	0.0493687325748592	1																													
487	TRINITY_DN13085_c1_g1_i1	-1.73203246819078	7.043851497468999	0.0494180360305281	1																													
488	TRINITY_DN30319_c0_g1_i1	-4.63896248312738	6.1526970393933	0.049425682637724996	1																													
489	TRINITY_DN61714_c0_g1_i1	-4.63896272457414	6.1526970393933	0.04943070203723599	1																													
490	TRINITY_DN58115_c0_g1_i1	-4.63896405996358	6.1526970393933	0.0494584799965621	1																													
491	TRINITY_DN53685_c0_g1_i1	-4.638966178905481	6.1526970393933	0.0495026152524139	1																													
492	TRINITY_DN53172_c0_g1_i1	-4.63896640276437	6.1526970393933	0.0495072821735939	1																													
493	TRINITY_DN31944_c0_g1_i1	-4.63896700861658	6.1526970393933	0.0495199167535792	1																													
494	TRINITY_DN32855_c0_g1_i1	-4.63896905878235	6.1526970393933	0.0495627149070861	1																													
495	TRINITY_DN34369_c0_g1_i1	-4.63897129419357	6.1526970393933	0.0496094568594281	1																													
496	TRINITY_DN484_c1_g4_i1	-4.63897247851887	6.1526970393933	0.0496342533337323	1																													
497	TRINITY_DN47720_c0_g1_i1	-4.63897433320071	6.1526970393933	0.0496731305154416	1																													
498	TRINITY_DN375_c0_g1_i1	-4.63898118711226	6.1526970393933	0.0498172812625568	1				43454.0	sp	Q58588	Y1187_METJA	24.784	347.0	181.0	12.0	1521.0	523.0	6.0	286.0	6.47e-16	82.4	Q58588	Y1187_METJA	reviewed	Uncharacterized protein MJ1187 (EC 3.2.2.-)	MJ1187	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	301.0			hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]	GO:0016787
499	TRINITY_DN4410_c1_g1_i1	-4.6389812010900995	6.1526970393933	0.0498175760198288	1																													
500	TRINITY_DN40046_c0_g1_i1	-4.63898850892251	6.1526970393933	0.0499721148672481	1																													
501	TRINITY_DN35433_c0_g1_i1	-1.62794343627646	6.988125244189299	0.0502185783767746	1				16039.0	sp	P57096	PSCA_MOUSE	31.818	110.0	57.0	5.0	80.0	403.0	5.0	98.0	1.51e-06	50.4	P57096	PSCA_MOUSE	reviewed	Prostate stem cell antigen	Psca	Mus musculus (Mouse)	123.0	negative regulation of ERK1 and ERK2 cascade [GO:0070373]; regulation of neurotransmitter receptor activity [GO:0099601]	anchored component of membrane [GO:0031225]; membrane [GO:0016020]; plasma membrane [GO:0005886]	anchored component of membrane [GO:0031225]; membrane [GO:0016020]; plasma membrane [GO:0005886]; acetylcholine receptor binding [GO:0033130]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; regulation of neurotransmitter receptor activity [GO:0099601]	acetylcholine receptor binding [GO:0033130]	GO:0005886; GO:0016020; GO:0031225; GO:0033130; GO:0070373; GO:0099601
502	TRINITY_DN10979_c0_g2_i1	4.65011343019195	6.15402244420148	0.0511254507081838	1																													
503	TRINITY_DN10999_c0_g1_i1	4.65011343019195	6.15402244420148	0.0511276387431588	1																													
504	TRINITY_DN6010_c0_g2_i2	1.5511216056330601	7.154022438808581	0.0511453013329566	1				5557.0	sp	Q15119	PDK2_HUMAN	52.703	222.0	105.0	0.0	1857.0	1192.0	171.0	392.0	1.3799999999999999e-80	263.0	Q15119	PDK2_HUMAN	reviewed	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 2) (PDH kinase 2) (PDKII)	PDK2 PDHK2	Homo sapiens (Human)	407.0	cellular response to nutrient [GO:0031670]; cellular response to reactive oxygen species [GO:0034614]; glucose homeostasis [GO:0042593]; glucose metabolic process [GO:0006006]; insulin receptor signaling pathway [GO:0008286]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; regulation of acetyl-CoA biosynthetic process from pyruvate [GO:0010510]; regulation of calcium-mediated signaling [GO:0050848]; regulation of cellular ketone metabolic process [GO:0010565]; regulation of gluconeogenesis [GO:0006111]; regulation of glucose metabolic process [GO:0010906]; regulation of pH [GO:0006885]	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrial pyruvate dehydrogenase complex [GO:0005967]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrial pyruvate dehydrogenase complex [GO:0005967]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; pyruvate dehydrogenase (acetyl-transferring) kinase activity [GO:0004740]; cellular response to nutrient [GO:0031670]; cellular response to reactive oxygen species [GO:0034614]; glucose homeostasis [GO:0042593]; glucose metabolic process [GO:0006006]; insulin receptor signaling pathway [GO:0008286]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; regulation of acetyl-CoA biosynthetic process from pyruvate [GO:0010510]; regulation of calcium-mediated signaling [GO:0050848]; regulation of cellular ketone metabolic process [GO:0010565]; regulation of gluconeogenesis [GO:0006111]; regulation of glucose metabolic process [GO:0010906]; regulation of pH [GO:0006885]	ATP binding [GO:0005524]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; pyruvate dehydrogenase (acetyl-transferring) kinase activity [GO:0004740]	GO:0004672; GO:0004740; GO:0005524; GO:0005654; GO:0005739; GO:0005759; GO:0005829; GO:0005967; GO:0006006; GO:0006111; GO:0006885; GO:0008286; GO:0010510; GO:0010565; GO:0010906; GO:0031670; GO:0034614; GO:0042593; GO:0042803; GO:0050848; GO:0072332
505	TRINITY_DN8152_c0_g1_i2	-2.71097986287448	6.43206499895965	0.0512131469041896	1																													
506	TRINITY_DN4720_c0_g1_i1	-2.71098016321736	6.43206499895965	0.0514320846675332	1																													
507	TRINITY_DN44089_c0_g1_i1	-2.7109801973659198	6.43206499895965	0.0514570791413576	1				22207.0	sp	Q0GC71	TLR2_CAPHI	30.709	127.0	79.0	2.0	209.0	562.0	637.0	763.0	2.21e-13	73.2	Q0GC71	TLR2_CAPHI	reviewed	Toll-like receptor 2 (CD antigen CD282)	TLR2	Capra hircus (Goat)	784.0	cellular response to diacyl bacterial lipopeptide [GO:0071726]; cellular response to triacyl bacterial lipopeptide [GO:0071727]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; positive regulation of inflammatory response [GO:0050729]; regulation of cytokine secretion [GO:0050707]; toll-like receptor 2 signaling pathway [GO:0034134]	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; phagocytic vesicle membrane [GO:0030670]	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; phagocytic vesicle membrane [GO:0030670]; cellular response to diacyl bacterial lipopeptide [GO:0071726]; cellular response to triacyl bacterial lipopeptide [GO:0071727]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; positive regulation of inflammatory response [GO:0050729]; regulation of cytokine secretion [GO:0050707]; toll-like receptor 2 signaling pathway [GO:0034134]		GO:0002755; GO:0005794; GO:0006954; GO:0016021; GO:0030670; GO:0034134; GO:0045087; GO:0045121; GO:0050707; GO:0050729; GO:0071726; GO:0071727
508	TRINITY_DN3927_c0_g1_i1	-2.71098022358725	6.43206499895965	0.0514762855424568	1																													
509	TRINITY_DN32948_c0_g1_i1	-2.7109802366358	6.43206499895965	0.0514858478237021	1																													
510	TRINITY_DN3998_c2_g1_i1	-2.71098024056735	6.43206499895965	0.0514887295499257	1																													
